1328,1.8852
1329,2.1202
1340,0.9864
1341,1.0976
1342,1.2093
1343,1.3151
1344,1.2154
1345,1.0888
1346,0.9985
1347,0.9564
1348,1.1424
1349,1.2083
1350,1.2667
1351,1.0163
1352,1.091
1353,1.1601
1356,1.2065
1357,0.947
1358,0.8349
1359,1.0674
1360,0.8951
1361,0.7981
1362,0.955
1363,1.2994
1382,0.7017
1385,0.6345
1390,0.6199
1391,0.8134
1392,0.6427
1393,0.6163
1401,0.9448
1478,2.12
1479,1.8875
1489,1.4051
1490,1.8607
1491,1.4
1492,1.5928
1493,1.846
1508,1.5797
1509,1.4239
1514,2.4048
1516,1.531
1517,1.9848
1518,1.5179
1531,1.7235
1533,1.5538
1537,1.4169
1566,1.1486
1625,0.8255
1626,1.4637
1627,1.4754
1628,1.4704
1629,1.4692
1630,1.4721
1631,1.3743
1632,1.3817
1634,1.3764
1645,1.6583
1672,1.2312
1673,1.4678
1674,1.4808
1675,1.5045
1819,2.507
1820,2.0398
1821,2.2827
1822,2.3868
1823,2.2727
1831,1.3493
1833,2.4154
1834,2.2795
1839,1.655
1840,2.2851
1841,1.143
1842,1.1097
1893,1.2905
2552,1.5536
2553,1.5272
2554,1.4449
2555,1.318
2556,1.3214
2557,1.1912
2558,1.0987
2559,1.0444
2560,1.1163
2562,1.8823
2563,1.9152
2564,1.9146
2567,1.9283
2568,1.896
2569,1.8694
2623,1.6958
2624,1.7567
2625,1.6299
2626,1.6299
2627,1.6505
2628,1.6496
2632,2.5153
2633,2.4897
2634,2.4794
2635,2.5202
2638,2.4142
2639,2.441
2640,2.4811
2643,2.472
2644,2.5518
2645,2.6346
2646,2.7355
2647,2.8021
2648,2.9008
2649,3.0196
2653,2.399
2656,3.2389
2660,1.6755
2664,2.4473
2665,1.7303
2666,1.7266
2667,1.7294
2668,1.7293
2669,1.7292
2670,1.7243
2671,1.7281
2672,1.6914
2673,1.7566
2694,0.8357
2695,1.0165
2696,0.6446
2698,1.1578
2699,1.0996
2700,1.0974
2701,0.9001
2702,0.8606
2703,1.1015
2704,1.1386
2705,1.0168
2706,0.9294
2708,0.9914
2710,1.0313
2711,1.3813
2712,0.9929
2713,0.7586
2714,1.178
2715,0.731
2717,1.2301
2718,1.0391
2719,1.0489
2723,0.8812
2725,1.5834
2727,1.2736
2728,1.3866
2729,1.4999
2730,1.2667
2731,1.2996
2732,1.6835
2733,1.5394
2734,1.5265
2735,1.4896
2736,1.4191
2737,1.5108
2738,1.3457
2739,1.407
2740,1.482
2741,1.7625
2742,1.7018
2743,1.4537
2745,1.5692
2746,1.4886
2748,1.5307
2769,1.6657
2770,1.4488
2772,2.3546
2773,2.1213
2774,2.0533
2863,1.59
2864,1.5744
2865,1.6814
2866,1.7444
2867,1.6187
2868,1.6635
2869,1.746
2871,0.9481
2915,1.3353
2916,1.2344
2917,0.8919
2918,1.0745
2919,1.2036
2920,1.3662
2922,1.2601
2923,1.0649
2924,0.9914
2925,1.101
2926,1.1094
2927,1.31
2928,1.3141
2932,1.4632
2933,0.956
2934,0.7792
2939,1.3897
3061,1.22
3062,1.3118
3063,1.2737
3142,1.6336
3143,1.514
3145,1.6913
3147,1.5029
3149,1.4007
3150,1.2976
3194,0.9185
3196,0.9858
3200,0.8597
3212,1.2489
3250,1.7979
3251,1.8265
3253,2.0679
3255,1.5566
3256,1.4923
3257,1.5331
3258,1.533
3261,1.589
3265,1.4233
3266,1.414
3267,1.1987
3269,1.5646
3270,1.6735
3277,2.3504
3307,0.935
3309,0.819
3310,0.9802
3336,1.3173
3337,1.1928
3338,1.4495
3339,1.1277
3340,1.3512
3341,1.3503
3342,1.3512
3343,1.3512
3344,1.3485
3345,2.159
3346,2.1594
3348,1.3167
3349,1.3518
3350,1.3471
3351,1.2941
3352,1.1923
3353,1.4499
3354,1.3868
3355,1.301
3356,1.1013
3357,1.1287
3358,1.4128
3359,1.4268
3360,1.3745
3361,1.359
3362,1.3657
3363,1.3365
3364,1.3236
3365,1.2513
3366,1.2651
3367,1.9796
3368,1.9996
3372,2.0772
3373,1.5656
3374,1.566
3375,1.9965
3376,1.9343
3377,1.7037
3378,1.9624
3379,1.9122
3380,1.9238
3381,1.8579
3382,1.869
3383,1.7901
3384,1.7653
3385,1.7655
3386,1.8703
3387,2.4009
3388,1.6898
3389,0.9584
3390,0.8806
3392,0.9141
3394,0.9194
3395,0.9252
3396,0.9288
3397,1.0078
3398,0.9981
3399,0.9825
3400,0.9812
3401,0.9497
3403,0.9377
3404,0.8773
3406,0.8029
3407,0.9907
3409,2.4009
3410,1.6898
3412,2.0172
3413,2.0112
3414,1.9591
3415,1.9593
3416,1.9129
3417,1.9218
3418,1.9083
3419,1.8717
3420,1.9655
3421,1.9433
3422,1.9322
3423,2.0558
3424,2.0978
3425,2.1155
3426,2.1664
3427,2.1892
3428,2.1837
3429,2.269
3430,2.269
3431,2.2901
3433,1.2683
3434,1.3529
3435,1.3339
3436,1.3482
3437,1.3492
3438,1.3522
3439,1.278
3440,1.3659
3441,1.3889
3442,1.3836
3443,1.277
3444,1.2789
3445,1.1233
3446,1.2094
3447,0.8603
3448,1.1833
3473,2.3797
3474,2.198
3475,2.1751
3476,2.1747
3477,1.9599
3478,2.0496
3479,1.9495
3480,1.9266
3507,1.8515
3508,1.8178
3509,1.7471
3510,1.9984
3511,2.0528
3512,1.9216
3513,1.9444
3514,1.9806
3515,1.9123
3516,1.8578
3517,1.906
3518,1.8717
3519,1.8786
3520,1.8287
3521,1.6309
3522,1.7526
3524,1.8335
3526,1.6654
3528,2.0263
3529,1.7406
3530,2.0486
3532,1.9752
3533,2.1998
3535,0.855
3576,0.9842
3591,1.2117
3592,1.7947
3593,1.807
3596,1.1905
3649,0.9009
3650,0.9805
3673,1.0426
3676,0.9627
3677,0.9198
3684,0.8665
3685,0.9629
3686,0.8469
3687,0.898
3688,0.8696
3699,0.9726
3700,0.8677
3708,0.9196
3724,0.8516
3725,0.9845
3726,0.9327
3727,0.9405
3728,0.8944
3729,0.9937
3730,0.9196
3731,0.9795
3732,0.805
3733,0.792
3740,0.9005
3749,1.2102
3750,1.6939
3751,1.6281
3752,1.5379
3753,1.6254
3754,1.5417
3755,1.6285
3756,1.4688
3757,1.5977
3758,1.5459
3759,1.2239
3760,1.6947
3761,1.8099
3762,1.5668
3763,1.5094
3764,1.6102
3765,1.355
3766,1.6449
3767,1.6613
3784,1.6527
3785,1.5156
3786,1.4677
3787,1.6024
3843,1.2811
3861,1.2715
3862,1.3735
3865,1.3649
3866,1.2346
3867,1.399
3868,1.3119
3896,1.2394
4073,1.203
4074,1.186
4075,0.872
4076,1.0263
4077,0.6416
4079,1.1449
4080,1.0734
4082,0.9098
4084,1.1166
4085,1.0397
4086,1.0255
4087,0.9332
4089,1.0122
4090,1.0389
4091,1.3952
4092,0.9919
4093,0.778
4094,1.0651
4095,0.7781
4096,0.7978
4130,1.111
4131,0.8744
4132,0.9178
4176,2.2185
4177,2.0135
4178,1.7724
4179,1.5681
4180,1.3391
4181,1.1537
4182,0.9865
4223,1.8009
4224,1.847
4225,1.6418
4226,1.7915
4227,1.6412
4228,1.588
4229,1.5084
4230,1.4465
4231,1.4241
4232,1.6961
4233,1.2837
4234,1.5359
4235,1.4065
4236,1.2939
4238,2.2469
4239,2.1168
4240,2.0267
4244,1.1225
4246,1.2471
4248,1.0035
4250,1.4321
4256,1.2263
4259,1.4015
4260,1.4319
4263,1.0835
4264,1.4698
4271,0.9197
4273,1.3537
4274,1.3669
4280,1.3154
4281,1.0832
4282,1.3145
4285,1.0029
4355,0.8672
4356,1.1255
4358,1.2184
4359,1.1871
4360,0.9507
4361,1.1483
4364,1.1817
4366,1.0162
4367,1.2232
4368,0.9217
4386,3.24
4388,1.9297
4389,1.8269
4390,1.9277
4391,1.8955
4392,2.1308
4393,2.2518
4394,2.2052
4395,2.3164
4396,2.7846
4397,2.851
4398,2.6783
4400,2.6135
4401,2.8437
4402,2.8335
4403,2.7794
4404,3.2403
4405,3.3933
4409,0.7811
4410,1.2684
4412,1.0117
4413,1.6281
4414,1.6222
4415,1.946
4416,1.8861
4418,1.7478
4419,1.9541
4420,2.2511
4421,2.4695
4422,1.7003
4423,3.24
4424,4.4912
4428,1.3699
4429,1.2473
4431,1.5292
4432,1.6294
4433,1.4613
4434,1.5486
4435,1.4414
4438,1.434
4439,2.2806
4440,2.3399
4441,1.2233
4442,3.2292
4443,5.4137
4447,2.3378
4463,2.2922
4464,2.4644
4465,2.0566
4466,2.3399
4467,2.4061
4468,2.3205
4469,2.3189
4470,2.302
4471,2.284
4472,2.2508
4473,2.0112
4474,2.093
4475,2.1734
4477,1.8684
4478,1.938
4479,1.7281
4481,1.5906
4482,2.938
4483,2.8282
4484,2.0476
4485,2.3397
4486,2.1796
4487,1.8882
4488,1.7114
4489,1.5067
4490,1.9162
4491,1.8432
4492,1.6159
4493,1.7685
4494,1.6124
4496,1.3886
4497,1.2758
4501,3.0993
4502,2.3933
4506,1.593
4521,2.3933
4522,2.0273
4523,1.9479
4524,1.8769
4525,1.944
4526,2.0261
4527,1.9954
4528,1.9027
4529,1.8429
4530,1.603
4531,1.6794
4532,1.7513
4533,1.7325
4534,1.4579
4535,1.4949
4536,1.4719
4538,1.3708
4539,4.1308
4540,2.3933
4542,1.9465
4543,1.8193
4544,1.3558
4545,1.4276
4546,1.4418
4547,1.2148
4550,1.427
4551,1.3564
4553,1.1253
4554,0.9936
4555,1.0409
4556,1.0216
4557,1.1798
4558,5.7607
4559,2.3933
4561,1.7886
4562,1.4558
4563,1.0357
4565,1.4068
4566,1.115
4567,1.0007
4568,0.9414
4570,1.0277
4571,1.0971
4572,0.872
4573,0.8704
4574,1.131
4575,1.3745
4577,2.0593
4595,2.2462
4596,1.9477
4597,1.9269
4598,1.7842
4599,1.7109
4600,1.7291
4601,1.6627
4602,1.6575
4603,1.5932
4604,1.5262
4605,1.4285
4606,1.557
4607,1.5615
4608,1.5482
4609,1.3842
4610,1.3789
4611,1.3692
4612,1.3286
4633,2.5304
4634,2.1635
4635,2.0474
4636,1.7972
4637,1.7835
4639,1.2875
4640,1.4175
4641,1.1152
4642,1.2496
4646,1.2323
4648,1.0152
4649,1.0647
4650,1.0459
4651,1.1777
4652,0.9058
4654,1.2752
4655,0.7143
4659,0.9608
4660,1.3097
4661,1.2003
4662,1.188
4663,1.4248
4664,1.4048
4665,1.2242
4668,1.2633
4669,1.3425
4672,0.6645
4673,0.8533
4674,0.782
